artist_name,track_name,release_date,genre
marc antoine,funky picante,2008,jazz
harry james,"it's been a long, long time",2008,jazz
have a nice life,hunter,2008,jazz
meshuggah,dancers to a discordant system,2008,jazz
the faceless,ancient covenant,2008,jazz
gramatik,don't get weary,2008,jazz
nat king cole,stay as sweet as you are,2008,jazz
pharoah sanders,you've got to have freedom,2008,jazz
thievery corporation,the numbers game,2008,jazz
gail jhonson,my soldier,2008,jazz
caravan palace,we can dance,2008,jazz
atlantic five jazz band,somewhere over the rainbow,2008,jazz
earl klugh,morning in rio,2008,jazz
thievery corporation,beautiful drug,2008,jazz
meshuggah,lethargica,2008,jazz
have a nice life,"deep, deep",2008,jazz
gramatik,the culture,2009,jazz
the dear hunter,son,2009,jazz
sophie milman,i can't make you love me,2009,jazz
the rippingtons,age of reason,2009,jazz
parov stelar,coco,2009,jazz
fat freddy's drop,the nod,2009,jazz
télépopmusik,ghost girl,2009,jazz
gramatik,the prophet (version 2.0),2009,jazz
big bad voodoo daddy,calloway boogie,2009,jazz
parov stelar,hurt,2009,jazz
"harry connick, jr.",bésame mucho (kiss me much),2009,jazz
boney james,touch,2009,jazz
georgia anne muldrow,run away,2009,jazz
the dear hunter,life and death,2009,jazz
the dear hunter,the thief,2009,jazz
ancient astronauts,classic,2009,jazz
isaac hayes,(they long to be) close to you,2009,jazz
nat king cole,"that sunday, that summer",2009,jazz
melody gardot,deep within the corners of my mind,2009,jazz
dj vadim,game tight,2009,jazz
devin townsend project,numbered!,2009,jazz
nat king cole,i'm shooting high,2009,jazz
jessy j,true love,2009,jazz
the dear hunter,this beautiful life,2009,jazz
vektor,black future,2009,jazz
boozoo bajou,same sun,2009,jazz
candy dulfer,my funk,2009,jazz
susan wong,everytime you go away,2009,jazz
wax tailor,b-boy on wax,2009,jazz
madeleine peyroux,bare bones,2009,jazz
tower of power,loveland,2009,jazz
stéphane pompougnac,hello mademoiselle,2009,jazz
zuco 103,love is queen omega,2009,jazz
gramatik,i'm free,2009,jazz
candy dulfer,don't go,2009,jazz
melody gardot,if the stars were mine,2009,jazz
jay soto,fascination,2009,jazz
boozoo bajou,under my sensi,2009,jazz
goldfish,fort knox,2009,jazz
lack of afro,the basis,2009,jazz
the dear hunter,in cauda venenum,2009,jazz
darren rahn,tale of two cities,2009,jazz
"harry connick, jr.",the way you look tonight,2009,jazz
gramatik,lonely & cold,2009,jazz
nekta,listen,2009,jazz
parov stelar,the mojo radio gang,2009,jazz
gramatik,smooth while raw,2009,jazz
diana krall,walk on by,2009,jazz
benny berigan,snake charmer,2009,jazz
boney james,send one your love,2009,jazz
renee olstead,when i fall in love (feat. chris botti),2009,jazz
gramatik,hit that jive,2009,jazz
blockhead,the music scene,2009,jazz
jamie cullum,what a difference a day made,2009,jazz
yppah,gumball machine weekend,2009,jazz
boney james,hold on tight,2009,jazz
the dear hunter,go get your gun,2009,jazz
nat king cole,"those lazy, hazy, crazy days of summer",2009,jazz
the dear hunter,saved,2009,jazz
parov stelar,wake up sister,2009,jazz
the dear hunter,the poison woman,2009,jazz
between the buried and me,mirrors,2009,jazz
devin townsend project,supercrush!,2009,jazz
boney james,don't let me be lonely tonight,2009,jazz
devin townsend project,addicted!,2009,jazz
between the buried and me,"disease, injury, madness",2009,jazz
eliane elias,falling in love with love,2009,jazz
between the buried and me,desert of song,2009,jazz
gramatik,i'm doin' my thang,2009,jazz
between the buried and me,fossil genera (a feed from cloud mountain),2009,jazz
boozoo bajou,divers,2009,jazz
"harry connick, jr.",can't help falling in love with you,2009,jazz
the dear hunter,mustard gas,2009,jazz
the dear hunter,what it means to be alone,2009,jazz
melody gardot,over the rainbow,2009,jazz
melody gardot,my one and only thrill,2009,jazz
melody gardot,lover undercover,2009,jazz
the dear hunter,writing on a wall,2009,jazz
fat freddy's drop,the raft,2009,jazz
peter white,just give me a chance,2009,jazz
between the buried and me,obfuscation,2009,jazz
dirty honkers,hot style,2010,jazz
soulive,in my life,2010,jazz
caro emerald,riviera life,2010,jazz
soulive,taxman,2010,jazz
caro emerald,dr. wanna do,2010,jazz
christian scott atunde adjuah,the eraser,2010,jazz
sofa surfers,hardwire,2010,jazz
thievery corporation,the passing stars,2010,jazz
nils,jump start,2010,jazz
morcheeba,crimson,2010,jazz
shigeto,so so lovely,2010,jazz
desmond cheese,gilbert's grove,2010,jazz
katie melua,no fear of heights,2010,jazz
jonathan butler,so strong,2010,jazz
the cat empire,falling,2010,jazz
the dillinger escape plan,widower,2010,jazz
fred astaire,we saw the sea,2010,jazz
kim waters,love story,2010,jazz
groove armada,shameless (feat. bryan ferry),2010,jazz
gramatik,victory,2010,jazz
groove armada,look me in the eye sister (feat. jess larabee),2010,jazz
kenny g,the promise,2010,jazz
jonathan butler,falling in love with jesus,2010,jazz
stacey kent,a fine romance,2010,jazz
atlantic five jazz band,saving all my love for you,2010,jazz
emancipator,all through the night,2010,jazz
lord echo,cosmic echoes,2010,jazz
lord echo,thinking of you,2010,jazz
bonobo,eyesdown,2010,jazz
paul motian,be careful it's my heart,2010,jazz
kenny g,fall again,2010,jazz
lyre le temps,hold the night,2010,jazz
desmond cheese,polyfizzal drizzal,2010,jazz
desmond cheese,dope remix edit,2010,jazz
nikki yanofsky,bienvenue dans ma vie,2010,jazz
groove armada,history (love mix),2010,jazz
groove armada,history (feat. will young),2010,jazz
jamiroquai,all good in the hood,2010,jazz
thank you scientist,make like a tree (get out),2011,jazz
the dear hunter,lillian,2011,jazz
michael franks,one day in st. tropez,2011,jazz
thievery corporation,false flag dub,2011,jazz
gretchen parlato,holding back the years,2011,jazz
uneven structure,awaken,2011,jazz
parov stelar,le piaf,2011,jazz
the dear hunter,filth and squalor,2011,jazz
tesseract,lament,2011,jazz
tesseract,origin,2011,jazz
second date,"young, beautiful etc.",2011,jazz
thievery corporation,overstand,2011,jazz
dj shadow,i gotta rokk,2011,jazz
the dear hunter,"never forgive, never forget",2011,jazz
jo stafford,serenade of the bells,2011,jazz
tesseract,perfection,2011,jazz
sound nomaden,the trumpet,2011,jazz
kool&klean,i smile,2011,jazz
the dear hunter,she's always singing,2011,jazz
ry cooder & v.m. bhatt,ganges delta blues,2011,jazz
tesseract,eden,2011,jazz
ibrahim maalouf,beirut,2011,jazz
devin townsend project,fly,2011,jazz
devin townsend project,juular,2011,jazz
jehro,tonight tonight,2011,jazz
cindy bradley,a new day,2011,jazz
between the buried and me,lunar wilderness,2011,jazz
boney james,cry,2011,jazz
adani & wolf,wings of santa lucia,2011,jazz
the dear hunter,tripping in triplets,2011,jazz
tower of power,it's not the crime,2011,jazz
richard elliot,just a taste,2011,jazz
shakatak,waterfall,2011,jazz
gil scott-heron,the crutch,2011,jazz
the dear hunter,deny it all,2011,jazz
tesseract,nascent,2011,jazz
the dear hunter,echo,2011,jazz
the dear hunter,we've got a score to settle,2011,jazz
terrace martin,do it again,2011,jazz
wynton marsalis,ice cream,2011,jazz
helen kane,i wanna be loved by you,2011,jazz
bebo best,sing sing sing,2011,jazz
tesseract,sunrise,2011,jazz
thievery corporation,vampires (afrolicious & rob garza remix),2011,jazz
peggy lee,sweet happy life,2011,jazz
thievery corporation,tower seven,2011,jazz
crazy p,eruption,2011,jazz
gramatik,dreambig,2011,jazz
wildcookie,serious drug,2011,jazz
eldissa,what a difference a day made,2011,jazz
emancipator,first snow (ooah remix),2011,jazz
proleter,mayflowers,2011,jazz
algorythmik,andrew's break,2011,jazz
nujabes,city lights (feat. pase rock & substantial),2011,jazz
crazy p,heartbreaker,2011,jazz
julie london,i'm glad there is you,2011,jazz
stacey kent,quiet nights of quiet stars,2011,jazz
fredrik kronkvist,the chant,2011,jazz
thievery corporation,culture of fear,2011,jazz
stéphane pompougnac,one by one,2011,jazz
beyond creation,omnipresent perception,2011,jazz
vektor,tetrastructural minds,2011,jazz
peggy lee,i go to sleep,2011,jazz
11 acorn lane,swing thing,2011,jazz
eldissa,ring my bell,2011,jazz
eldissa,fame,2011,jazz
tesseract,deception,2011,jazz
the dear hunter,stuck on a wire out on a fence,2011,jazz
jazz spastiks,(never been to) california,2011,jazz
ronnie laws,stay awake,2011,jazz
jo stafford,red river valley,2011,jazz
the shaolin afronauts,kilimanjaro,2011,jazz
between the buried and me,the black box,2012,jazz
big bad voodoo daddy,it only took a kiss,2012,jazz
devin townsend project,where we belong,2012,jazz
steve tyrell,i’ll take romance,2012,jazz
gabin,lies,2012,jazz
meshuggah,marrow,2012,jazz
dj shadow,high noon,2012,jazz
electronic swing orchestra,clint eastwood,2012,jazz
between the buried and me,parallax,2012,jazz
caravan palace,clash,2012,jazz
meshuggah,swarm,2012,jazz
robert glasper experiment,lift off / mic check,2012,jazz
vildhjarta,traces,2012,jazz
jonathan fritzén,turn back time,2012,jazz
meshuggah,i am colossus,2012,jazz
parov stelar,nobody's fool,2012,jazz
moonchild,be free,2012,jazz
yppah,three portraits,2012,jazz
the faceless,autotheist movement iii: deconsecrate,2012,jazz
between the buried and me,bloom,2012,jazz
robert glasper experiment,the consequences of jealousy,2012,jazz
devin townsend project,grace,2012,jazz
vildhjarta,all these feelings,2012,jazz
wax tailor,only once,2012,jazz
meshuggah,the hurt that finds you first,2012,jazz
guts,come closer,2012,jazz
maucoli,summertime,2012,jazz
between the buried and me,goodbye to everything reprise,2012,jazz
devin townsend project,more!,2012,jazz
dave koz,anything’s possible,2012,jazz
diablo swing orchestra,exit strategy of a wrecking ball,2012,jazz
kenny g,joy to the world,2012,jazz
alice francis,shoot him down,2012,jazz
the faceless,accelerated evolution,2012,jazz
kenny g,santa claus is coming to town,2012,jazz
meshuggah,behind the sun,2012,jazz
melody gardot,mira,2012,jazz
kenny g,i'll be home for christmas,2012,jazz
kenny g,let it snow! let it snow! let it snow!,2012,jazz
between the buried and me,melting city,2012,jazz
wax tailor,time to go,2012,jazz
devin townsend project,save our now,2012,jazz
charlie haden,take my hand precious lord,2012,jazz
jeff loomis,tragedy and harmony,2012,jazz
david benoit,feelin' it,2012,jazz
gregory porter,our love,2012,jazz
kenny g,do you hear what i hear?,2012,jazz
peter white,joyride,2012,jazz
the faceless,autotheist movement i: create,2012,jazz
guts,good morning,2012,jazz
soen,savia,2012,jazz
vic damone,when lights are low,2012,jazz
esperanza spalding,black gold,2012,jazz
caravan palace,cotton heads,2012,jazz
"earth, wind & fire",would you mind,2012,jazz
zoot sims,blinuet,2012,jazz
caravan palace,panic,2012,jazz
brian culbertson,you're my music,2012,jazz
robert glasper experiment,cherish the day,2012,jazz
romare,down the line (it takes a number),2012,jazz
parov stelar,jimmy's gang,2012,jazz
swing republic,crazy in love,2012,jazz
yppah,film burn,2012,jazz
chill bump,modern man intermission,2012,jazz
mr.b the gentleman rhymer,nicknackatory,2012,jazz
caravan palace,beatophone,2012,jazz
soen,fraccions,2012,jazz
peter appleyard,smile,2012,jazz
sofa surfers,"out, damn light",2012,jazz
dojo cuts,i can give,2012,jazz
esperanza spalding,radio song,2012,jazz
robert glasper experiment,move love,2012,jazz
ne obliviscaris,forget not,2012,jazz
between the buried and me,lay your ghosts to rest,2012,jazz
the bad plus,seven minute mind,2012,jazz
chill bump,just a sample,2012,jazz
diablo swing orchestra,voodoo mon amour,2012,jazz
swing republic,fall,2012,jazz
ne obliviscaris,and plague flowers the kaleidoscope,2012,jazz
the 49ers,picasso,2012,jazz
between the buried and me,astral body,2012,jazz
the faceless,autotheist movement ii: emancipate,2012,jazz
eva cassidy,you take my breath away,2012,jazz
cachao,descarga cubana,2012,jazz
fort knox five,blowing up the spot,2013,jazz
jamie berry,old records,2013,jazz
hiatus kaiyote,boom child,2013,jazz
haken,atlas stone,2013,jazz
intronaut,killing birds with stones,2013,jazz
polkadot cadaver,last call in jonestown,2013,jazz
the bahama soul club,i warned you baby,2013,jazz
hiatus kaiyote,sphynx gate / the world it softly lulls,2013,jazz
jordan rakei,living in the past,2013,jazz
deca,edenville,2013,jazz
zero 7,on my own,2013,jazz
dave koz,got to get you into my life,2013,jazz
snarky puppy,gone under,2013,jazz
wax tailor,dragon chasers,2013,jazz
boney james,you can count on me,2013,jazz
crazy p,beatbox,2013,jazz
the procussions,track 10,2013,jazz
flunk,queen of the underground,2013,jazz
caro emerald,paris,2013,jazz
the electric swing circus,valentine,2013,jazz
parov stelar trio,doctor foo,2013,jazz
madeleine peyroux,i can't stop loving you,2013,jazz
haken,in memoriam,2013,jazz
vildhjarta,längstmedån,2013,jazz
"harry connick, jr.",i love her,2013,jazz
jamie cullum,get a hold of yourself,2013,jazz
the dear hunter,the kiss of life,2013,jazz
the dear hunter,girl,2013,jazz
dean martin,innamorata (sweetheart),2013,jazz
haken,pareidolia,2013,jazz
goldfish,take back tomorrow,2013,jazz
snarky puppy,too hot to last,2013,jazz
jordan rakei,hope,2013,jazz
the dear hunter,an escape,2013,jazz
the dillinger escape plan,nothing's funny,2013,jazz
fat freddy's drop,clean the house,2013,jazz
joomanji,chasin rhymes (feat. saara maria),2013,jazz
proleter,can't stop me,2013,jazz
tesseract,of matter,2013,jazz
skeewiff,don't rock the boat,2013,jazz
hiatus kaiyote,mobius streak,2013,jazz
jon kennedy,tonto rides the gain,2013,jazz
tesseract,of mind,2013,jazz
jan lundgren trio,almas vaggvisa,2013,jazz
cymande,brothers on the slide,2013,jazz
christian mcbride,i have dreamed,2013,jazz
donny hathaway,"love, love, love",2013,jazz
emancipator,natural cause,2013,jazz
the dillinger escape plan,one of us is the killer,2013,jazz
cymande,willy's headache,2013,jazz
the dear hunter,whisper,2013,jazz
scale the summit,atlas novus,2013,jazz
rae & christian,happy,2013,jazz
nightmares on wax,give thx,2013,jazz
boney james,don't you worry 'bout a thing,2013,jazz
jonathan kreisberg,canto de ossanha,2013,jazz
dave koz,always there,2013,jazz
alice russell,citizens,2013,jazz
the cat empire,brighter than gold,2013,jazz
the dillinger escape plan,prancer,2013,jazz
cymande,changes,2013,jazz
gregory porter,no love dying,2013,jazz
bonobo,pieces,2013,jazz
joomanji,impediment (feat. lindsay olsen),2013,jazz
hiatus kaiyote,the world it softly lulls,2013,jazz
dj cam quartet,saint germain,2013,jazz
the bahama soul club,ay jona,2013,jazz
hiatus kaiyote,ocelot,2013,jazz
donny hathaway,for all we know,2013,jazz
lyre le temps,rob the banker,2013,jazz
proleter,it don't mean a thing,2013,jazz
boogie belgique,swing thing,2013,jazz
swingrowers,the queen of swing,2013,jazz
bing crosby,moonlight bay,2014,jazz
dean martin,la giostra (the merry-go-round),2014,jazz
devin townsend project,march of the poozers,2014,jazz
oscar peterson,eleanor rigby,2014,jazz
dj harrison,erykah’s gun,2014,jazz
slakah the beatchild,number 1,2014,jazz
jamie berry,twitch,2014,jazz
lamb,we fall in love,2014,jazz
the procussions,virginia wolf,2014,jazz
diana krall,i'm not in love,2014,jazz
taylor mcferrin,florasia,2014,jazz
badbadnotgood,eyes closed,2014,jazz
sungazer,i walk alone,2014,jazz
kandace springs,forbidden fruit,2014,jazz
buttering trio,i cried for you,2014,jazz
anti-lilly & phoniks,14 til,2014,jazz
lamb,in binary,2014,jazz
matthew halsall,when the world was one,2014,jazz
dean martin,a million and one,2014,jazz
nostalgia 77,medicine chest,2014,jazz
damu the fudgemunk,same beat,2014,jazz
swans,bring the sun/toussaint l'ouverture,2014,jazz
devin townsend project,fallout,2014,jazz
chill bump,i get the job done,2014,jazz
shaun escoffery,days like this (spinna & ticklah mix),2014,jazz
tony bennett,it don't mean a thing (if it ain't got that swing),2014,jazz
soen,tabula rasa,2014,jazz
diana krall,california dreamin',2014,jazz
django reinhardt,all of me,2014,jazz
leslie odom jr.,love look away,2014,jazz
swans,oxygen,2014,jazz
swans,just a little boy (for chester burnett),2014,jazz
toco,mané,2014,jazz
mndsgn,exchanging,2014,jazz
skalpel,salvadanio,2014,jazz
william basinski,dlp 1.1,2014,jazz
mel tormé,"top hat, white tie and tales",2014,jazz
thievery corporation,depth of my soul (feat. shana halligan),2014,jazz
leslie odom jr.,autumn leaves,2014,jazz
mel tormé,i've got you under my skin,2014,jazz
curtis stigers,love is here to stay,2014,jazz
bill frisell,pipeline,2014,jazz
swans,screen shot,2014,jazz
horst jankowski and his studio orchestra,soulful strut,2014,jazz
brian blade & the fellowship band,landmarks,2014,jazz
oscar peterson trio,triste,2014,jazz
thank you scientist,my famed disappearing act,2014,jazz
